video,label,id,t_start,t_end,frames
1CM42_4_R_#188,D0X,1,877,1099,223
1CM42_4_R_#188,G08,11,1100,1147,48
1CM42_4_R_#188,B0A,2,1148,1380,233
1CM42_4_R_#188,G11,14,1381,1423,43
1CM42_4_R_#188,B0B,3,1424,1652,229
1CM42_4_R_#188,G07,10,1653,1723,71
1CM42_4_R_#188,B0A,2,1724,1995,272
1CM42_4_R_#188,D0X,1,1996,2215,220
1CM42_4_R_#188,G03,6,2216,2269,54
1CM42_4_R_#188,B0B,3,2270,2526,257
1CM42_4_R_#188,G05,8,2527,2569,43
1CM42_4_R_#188,B0A,2,2570,2843,274
1CM42_4_R_#188,D0X,1,2844,3061,218
1CM42_4_R_#188,G10,13,3062,3121,60
1CM42_4_R_#188,B0A,2,3122,3331,210
1CM42_4_R_#188,G02,5,3332,3374,43
1CM42_4_R_#188,B0B,3,3375,3627,253
1CM42_4_R_#188,G04,7,3628,3649,22
1CM42_6_R_#161,D0X,1,1,24,24
1CM42_6_R_#161,G11,14,25,69,45
1CM42_6_R_#161,B0B,3,70,223,154
1CM42_6_R_#161,G07,10,224,246,23
1CM42_6_R_#161,B0B,3,247,417,171
1CM42_6_R_#161,G06,9,418,475,58
1CM42_6_R_#161,B0A,2,476,649,174
1CM42_6_R_#161,G03,6,650,683,34
1CM42_6_R_#161,B0A,2,684,841,158
1CM42_6_R_#161,G08,11,842,893,52
1CM42_6_R_#161,B0B,3,894,1088,195
1CM42_6_R_#161,D0X,1,1089,1740,652
1CM42_6_R_#161,G10,13,1741,1779,39
1CM42_6_R_#161,B0A,2,1780,1995,216
1CM42_6_R_#161,D0X,1,1996,2615,620
1CM42_6_R_#161,G04,7,2616,2689,74
1CM42_6_R_#161,B0B,3,2690,2852,163
1CM42_6_R_#161,D0X,1,2853,3476,624
1CM42_6_R_#161,G05,8,3477,3533,57
1CM42_6_R_#161,B0A,2,3534,3667,134
1CM42_6_R_#161,G09,12,3668,3726,59
1CM42_6_R_#161,B0A,2,3727,3861,135
1CM42_6_R_#161,G01,4,3862,3895,34
1CM42_6_R_#161,B0B,3,3896,4031,136
1CM42_6_R_#161,G02,5,4032,4049,18
1CM42_6_R_#161,D0X,1,4050,4077,28
1CM42_6_R_#162,D0X,1,1,50,50
1CM42_6_R_#162,G05,8,51,113,63
1CM42_6_R_#162,B0B,3,114,248,135
1CM42_6_R_#162,G08,11,249,277,29
1CM42_6_R_#162,B0A,2,278,421,144
1CM42_6_R_#162,G06,9,422,495,74
1CM42_6_R_#162,B0B,3,496,640,145
1CM42_6_R_#162,D0X,1,641,1562,922
1CM42_6_R_#162,G04,7,1563,1602,40
1CM42_6_R_#162,B0B,3,1603,1745,143
1CM42_6_R_#162,G07,10,1746,1787,42
1CM42_6_R_#162,B0B,3,1788,1963,176
1CM42_6_R_#162,G02,5,1964,1991,28
1CM42_6_R_#162,B0A,2,1992,2152,161
1CM42_6_R_#162,D0X,1,2153,2649,497
1CM42_6_R_#162,G11,14,2650,2678,29
1CM42_6_R_#162,B0A,2,2679,2884,206
1CM42_6_R_#162,G09,12,2885,2954,70
1CM42_6_R_#162,B0A,2,2955,3123,169
1CM42_6_R_#162,D0X,1,3124,3528,405
1CM42_6_R_#162,G10,13,3529,3589,61
1CM42_6_R_#162,B0B,3,3590,3758,169
1CM42_6_R_#162,G01,4,3759,3796,38
1CM42_6_R_#162,B0A,2,3797,3934,138
1CM42_6_R_#162,G03,6,3935,4004,70
1CM42_6_R_#162,D0X,1,4005,4026,22
1CM42_6_R_#163,D0X,1,1,26,26
1CM42_6_R_#163,G06,9,27,88,62
1CM42_6_R_#163,B0A,2,89,201,113
1CM42_6_R_#163,G05,8,202,256,55
1CM42_6_R_#163,B0B,3,257,410,154
1CM42_6_R_#163,G09,12,411,435,25
1CM42_6_R_#163,B0B,3,436,620,185
1CM42_6_R_#163,G07,10,621,650,30
1CM42_6_R_#163,B0B,3,651,836,186
1CM42_6_R_#163,G01,4,837,850,14
1CM42_6_R_#163,B0A,2,851,1109,259
1CM42_6_R_#163,G11,14,1110,1198,89
1CM42_6_R_#163,B0A,2,1199,1359,161
1CM42_6_R_#163,D0X,1,1360,2174,815
1CM42_6_R_#163,G02,5,2175,2215,41
1CM42_6_R_#163,B0A,2,2216,2337,122
1CM42_6_R_#163,G03,6,2338,2403,66
1CM42_6_R_#163,B0B,3,2404,2552,149
1CM42_6_R_#163,D0X,1,2553,3074,522
1CM42_6_R_#163,G08,11,3075,3117,43
1CM42_6_R_#163,B0B,3,3118,3264,147
1CM42_6_R_#163,D0X,1,3265,3629,365
1CM42_6_R_#163,G10,13,3630,3687,58
1CM42_6_R_#163,B0A,2,3688,3809,122
1CM42_6_R_#163,G04,7,3810,3839,30
1CM42_6_R_#163,D0X,1,3840,3866,27
1CM42_6_R_#164,D0X,1,1,21,21
1CM42_6_R_#164,G04,7,22,61,40
1CM42_6_R_#164,B0A,2,62,199,138
1CM42_6_R_#164,G05,8,200,241,42
1CM42_6_R_#164,B0A,2,242,403,162
1CM42_6_R_#164,G10,13,404,465,62
1CM42_6_R_#164,B0A,2,466,623,158
1CM42_6_R_#164,G07,10,624,685,62
1CM42_6_R_#164,B0B,3,686,924,239
1CM42_6_R_#164,D0X,1,925,1564,640
1CM42_6_R_#164,G02,5,1565,1589,25
1CM42_6_R_#164,B0B,3,1590,1782,193
1CM42_6_R_#164,D0X,1,1783,2752,970
1CM42_6_R_#164,G11,14,2753,2793,41
1CM42_6_R_#164,B0B,3,2794,2998,205
1CM42_6_R_#164,D0X,1,2999,3545,547
1CM42_6_R_#164,G09,12,3546,3590,45
1CM42_6_R_#164,B0A,2,3591,3720,130
1CM42_6_R_#164,G03,6,3721,3785,65
1CM42_6_R_#164,B0A,2,3786,3950,165
1CM42_6_R_#164,G06,9,3951,4029,79
1CM42_6_R_#164,B0B,3,4030,4167,138
1CM42_6_R_#164,G01,4,4168,4216,49
1CM42_6_R_#164,B0B,3,4217,4397,181
1CM42_6_R_#164,G08,11,4398,4425,28
1CM42_6_R_#164,D0X,1,4426,4444,19
1CM42_7_L_#201,D0X,1,1,40,40
1CM42_7_L_#201,G10,13,41,91,51
1CM42_7_L_#201,B0A,2,92,310,219
1CM42_7_L_#201,G02,5,311,356,46
1CM42_7_L_#201,B0B,3,357,586,230
1CM42_7_L_#201,G08,11,587,656,70
1CM42_7_L_#201,B0B,3,657,873,217
1CM42_7_L_#201,G07,10,874,934,61
1CM42_7_L_#201,B0A,2,935,1131,197
1CM42_7_L_#201,D0X,1,1132,1637,506
1CM42_7_L_#201,G06,9,1638,1701,64
1CM42_7_L_#201,B0B,3,1702,1980,279
1CM42_7_L_#201,D0X,1,1981,2342,362
1CM42_7_L_#201,G04,7,2343,2406,64
1CM42_7_L_#201,B0A,2,2407,2617,211
1CM42_7_L_#201,D0X,1,2618,3005,388
1CM42_7_L_#201,G05,8,3006,3087,82
1CM42_7_L_#201,B0B,3,3088,3389,302
1CM42_7_L_#201,G11,14,3390,3434,45
1CM42_7_L_#201,B0A,2,3435,3628,194
1CM42_7_L_#201,G01,4,3629,3674,46
1CM42_7_L_#201,B0A,2,3675,3936,262
1CM42_7_L_#201,G09,12,3937,3995,59
1CM42_7_L_#201,B0B,3,3996,4195,200
1CM42_7_L_#201,G03,6,4196,4235,40
1CM42_7_L_#201,D0X,1,4236,4291,56
1CM42_7_L_#202,D0X,1,1,31,31
1CM42_7_L_#202,G04,7,32,92,61
1CM42_7_L_#202,B0B,3,93,304,212
1CM42_7_L_#202,G09,12,305,346,42
1CM42_7_L_#202,B0B,3,347,549,203
1CM42_7_L_#202,G02,5,550,636,87
1CM42_7_L_#202,B0B,3,637,838,202
1CM42_7_L_#202,G10,13,839,872,34
1CM42_7_L_#202,B0A,2,873,1167,295
1CM42_7_L_#202,D0X,1,1168,1605,438
1CM42_7_L_#202,G03,6,1606,1656,51
1CM42_7_L_#202,B0B,3,1657,1875,219
1CM42_7_L_#202,G01,4,1876,1934,59
1CM42_7_L_#202,B0A,2,1935,2169,235
1CM42_7_L_#202,D0X,1,2170,2534,365
1CM42_7_L_#202,G11,14,2535,2634,100
1CM42_7_L_#202,B0A,2,2635,2780,146
1CM42_7_L_#202,G06,9,2781,2848,68
1CM42_7_L_#202,B0A,2,2849,3077,229
1CM42_7_L_#202,D0X,1,3078,3366,289
1CM42_7_L_#202,G08,11,3367,3435,69
1CM42_7_L_#202,B0B,3,3436,3630,195
1CM42_7_L_#202,G07,10,3631,3694,64
1CM42_7_L_#202,B0A,2,3695,3913,219
1CM42_7_L_#202,G05,8,3914,3949,36
1CM42_7_L_#202,D0X,1,3950,4014,65
1CM42_7_L_#203,D0X,1,1,41,41
1CM42_7_L_#203,G11,14,42,90,49
1CM42_7_L_#203,B0B,3,91,388,298
1CM42_7_L_#203,G02,5,389,436,48
1CM42_7_L_#203,B0A,2,437,721,285
1CM42_7_L_#203,G04,7,722,790,69
1CM42_7_L_#203,B0A,2,791,996,206
1CM42_7_L_#203,G08,11,997,1035,39
1CM42_7_L_#203,B0A,2,1036,1209,174
1CM42_7_L_#203,G01,4,1210,1246,37
1CM42_7_L_#203,B0A,2,1247,1472,226
1CM42_7_L_#203,D0X,1,1473,1811,339
1CM42_7_L_#203,G07,10,1812,1875,64
1CM42_7_L_#203,B0A,2,1876,2070,195
1CM42_7_L_#203,G09,12,2071,2127,57
1CM42_7_L_#203,B0B,3,2128,2305,178
1CM42_7_L_#203,G10,13,2306,2354,49
1CM42_7_L_#203,B0B,3,2355,2591,237
1CM42_7_L_#203,D0X,1,2592,2920,329
1CM42_7_L_#203,G03,6,2921,2988,68
1CM42_7_L_#203,B0B,3,2989,3269,281
1CM42_7_L_#203,D0X,1,3270,3561,292
1CM42_7_L_#203,G06,9,3562,3609,48
1CM42_7_L_#203,B0B,3,3610,3810,201
1CM42_7_L_#203,G05,8,3811,3832,22
1CM42_7_L_#203,D0X,1,3833,3882,50
1CM42_7_L_#204,D0X,1,1,59,59
1CM42_7_L_#204,G06,9,60,99,40
1CM42_7_L_#204,B0A,2,100,293,194
1CM42_7_L_#204,G05,8,294,334,41
1CM42_7_L_#204,B0A,2,335,550,216
1CM42_7_L_#204,G07,10,551,622,72
1CM42_7_L_#204,B0A,2,623,794,172
1CM42_7_L_#204,G08,11,795,875,81
1CM42_7_L_#204,B0B,3,876,1144,269
1CM42_7_L_#204,D0X,1,1145,1449,305
1CM42_7_L_#204,G10,13,1450,1493,44
1CM42_7_L_#204,B0B,3,1494,1709,216
1CM42_7_L_#204,D0X,1,1710,2019,310
1CM42_7_L_#204,G11,14,2020,2066,47
1CM42_7_L_#204,B0B,3,2067,2329,263
1CM42_7_L_#204,G01,4,2330,2383,54
1CM42_7_L_#204,B0B,3,2384,2583,200
1CM42_7_L_#204,G03,6,2584,2639,56
1CM42_7_L_#204,B0B,3,2640,2847,208
1CM42_7_L_#204,D0X,1,2848,3175,328
1CM42_7_L_#204,G04,7,3176,3248,73
1CM42_7_L_#204,B0A,2,3249,3463,215
1CM42_7_L_#204,G09,12,3464,3530,67
1CM42_7_L_#204,B0A,2,3531,3748,218
1CM42_7_L_#204,G02,5,3749,3796,48
1CM42_7_L_#204,D0X,1,3797,3846,50
1CM42_9_R_#165,D0X,1,1,25,25
1CM42_9_R_#165,G03,6,26,67,42
1CM42_9_R_#165,B0A,2,68,371,304
1CM42_9_R_#165,G04,7,372,407,36
1CM42_9_R_#165,B0A,2,408,730,323
1CM42_9_R_#165,G11,14,731,749,19
1CM42_9_R_#165,B0B,3,750,974,225
1CM42_9_R_#165,G01,4,975,998,24
1CM42_9_R_#165,B0B,3,999,1270,272
1CM42_9_R_#165,G09,12,1271,1316,46
1CM42_9_R_#165,B0A,2,1317,1576,260
1CM42_9_R_#165,G10,13,1577,1613,37
1CM42_9_R_#165,B0B,3,1614,1870,257
1CM42_9_R_#165,D0X,1,1871,2235,365
1CM42_9_R_#165,G02,5,2236,2278,43
1CM42_9_R_#165,B0B,3,2279,2500,222
1CM42_9_R_#165,D0X,1,2501,2732,232
1CM42_9_R_#165,G08,11,2733,2786,54
1CM42_9_R_#165,B0A,2,2787,3176,390
1CM42_9_R_#165,D0X,1,3177,3369,193
1CM42_9_R_#165,G05,8,3370,3427,58
1CM42_9_R_#165,B0B,3,3428,3682,255
1CM42_9_R_#165,G07,10,3683,3720,38
1CM42_9_R_#165,B0A,2,3721,3925,205
1CM42_9_R_#165,G06,9,3926,3959,34
1CM42_9_R_#165,D0X,1,3960,3988,29
1CM42_9_R_#166,D0X,1,1,15,15
1CM42_9_R_#166,G07,10,16,51,36
1CM42_9_R_#166,B0B,3,52,364,313
1CM42_9_R_#166,G08,11,365,400,36
1CM42_9_R_#166,B0A,2,401,646,246
1CM42_9_R_#166,G05,8,647,696,50
1CM42_9_R_#166,B0A,2,697,942,246
1CM42_9_R_#166,G11,14,943,961,19
1CM42_9_R_#166,B0A,2,962,1189,228
1CM42_9_R_#166,G10,13,1190,1217,28
1CM42_9_R_#166,B0B,3,1218,1475,258
1CM42_9_R_#166,D0X,1,1476,1850,375
1CM42_9_R_#166,G02,5,1851,1869,19
1CM42_9_R_#166,B0B,3,1870,2209,340
1CM42_9_R_#166,D0X,1,2210,2445,236
1CM42_9_R_#166,G09,12,2446,2492,47
1CM42_9_R_#166,B0B,3,2493,2740,248
1CM42_9_R_#166,D0X,1,2741,2967,227
1CM42_9_R_#166,G06,9,2968,2995,28
1CM42_9_R_#166,B0B,3,2996,3308,313
1CM42_9_R_#166,G01,4,3309,3331,23
1CM42_9_R_#166,B0A,2,3332,3486,155
1CM42_9_R_#166,G04,7,3487,3522,36
1CM42_9_R_#166,B0A,2,3523,3659,137
1CM42_9_R_#166,G03,6,3660,3689,30
1CM42_9_R_#166,D0X,1,3690,3710,21
1CM42_9_R_#167,D0X,1,1,26,26
1CM42_9_R_#167,G09,12,27,77,51
1CM42_9_R_#167,B0A,2,78,350,273
1CM42_9_R_#167,G05,8,351,383,33
1CM42_9_R_#167,B0A,2,384,609,226
1CM42_9_R_#167,G04,7,610,651,42
1CM42_9_R_#167,B0A,2,652,857,206
1CM42_9_R_#167,G07,10,858,905,48
1CM42_9_R_#167,B0B,3,906,1176,271
1CM42_9_R_#167,G03,6,1177,1210,34
1CM42_9_R_#167,B0B,3,1211,1517,307
1CM42_9_R_#167,G02,5,1518,1540,23
1CM42_9_R_#167,B0B,3,1541,1717,177
1CM42_9_R_#167,D0X,1,1718,2117,400
1CM42_9_R_#167,G06,9,2118,2149,32
1CM42_9_R_#167,B0B,3,2150,2415,266
1CM42_9_R_#167,G10,13,2416,2438,23
1CM42_9_R_#167,B0B,3,2439,2610,172
1CM42_9_R_#167,D0X,1,2611,2818,208
1CM42_9_R_#167,G11,14,2819,2843,25
1CM42_9_R_#167,B0A,2,2844,3083,240
1CM42_9_R_#167,D0X,1,3084,3252,169
1CM42_9_R_#167,G01,4,3253,3278,26
1CM42_9_R_#167,B0A,2,3279,3670,392
1CM42_9_R_#167,G08,11,3671,3733,63
1CM42_9_R_#167,D0X,1,3734,3792,59
1CM42_9_R_#168,D0X,1,1,35,35
1CM42_9_R_#168,G06,9,36,93,58
1CM42_9_R_#168,B0B,3,94,380,287
1CM42_9_R_#168,G04,7,381,436,56
1CM42_9_R_#168,B0A,2,437,791,355
1CM42_9_R_#168,G07,10,792,849,58
1CM42_9_R_#168,B0A,2,850,1167,318
1CM42_9_R_#168,D0X,1,1168,1463,296
1CM42_9_R_#168,G09,12,1464,1534,71
1CM42_9_R_#168,B0A,2,1535,1791,257
1CM42_9_R_#168,G02,5,1792,1824,33
1CM42_9_R_#168,B0B,3,1825,2139,315
1CM42_9_R_#168,G03,6,2140,2186,47
1CM42_9_R_#168,B0B,3,2187,2472,286
1CM42_9_R_#168,D0X,1,2473,2810,338
1CM42_9_R_#168,G05,8,2811,2858,48
1CM42_9_R_#168,B0A,2,2859,3091,233
1CM42_9_R_#168,G10,13,3092,3135,44
1CM42_9_R_#168,B0A,2,3136,3351,216
1CM42_9_R_#168,D0X,1,3352,3493,142
1CM42_9_R_#168,G01,4,3494,3548,55
1CM42_9_R_#168,B0B,3,3549,3695,147
1CM42_9_R_#168,G11,14,3696,3733,38
1CM42_9_R_#168,B0A,2,3734,3753,20
1CM42_9_R_#168,B0B,3,3754,3944,191
1CM42_9_R_#168,G08,11,3945,3988,44
1CV12_13_R_#93,D0X,1,1,87,87
1CV12_13_R_#93,G03,6,88,167,80
1CV12_13_R_#93,B0B,3,168,415,248
1CV12_13_R_#93,G04,7,416,508,93
1CV12_13_R_#93,B0A,2,509,768,260
1CV12_13_R_#93,G05,8,769,856,88
1CV12_13_R_#93,B0B,3,857,1075,219
1CV12_13_R_#93,G06,9,1076,1155,80
1CV12_13_R_#93,B0A,2,1156,1355,200
1CV12_13_R_#93,D0X,1,1356,1743,388
1CV12_13_R_#93,G09,12,1744,1819,76
1CV12_13_R_#93,B0B,3,1820,2072,253
1CV12_13_R_#93,G07,10,2073,2221,149
1CV12_13_R_#93,B0A,2,2222,2436,215
1CV12_13_R_#93,D0X,1,2437,2732,296
1CV12_13_R_#93,G08,11,2733,2839,107
1CV12_13_R_#93,B0B,3,2840,3097,258
1CV12_13_R_#93,G02,5,3098,3191,94
1CV12_13_R_#93,B0A,2,3192,3424,233
1CV12_13_R_#93,G01,4,3425,3504,80
1CV12_13_R_#93,B0B,3,3505,3720,216
1CV12_13_R_#93,D0X,1,3721,4109,389
1CV12_13_R_#93,G10,13,4110,4188,79
1CV12_13_R_#93,B0A,2,4189,4413,225
1CV12_13_R_#93,G11,14,4414,4485,72
1CV12_13_R_#93,D0X,1,4486,4523,38
1CV12_13_R_#94,D0X,1,1,124,124
1CV12_13_R_#94,G11,14,125,216,92
1CV12_13_R_#94,B0B,3,217,488,272
1CV12_13_R_#94,G05,8,489,581,93
1CV12_13_R_#94,B0B,3,582,840,259
1CV12_13_R_#94,G03,6,841,941,101
1CV12_13_R_#94,B0A,2,942,1155,214
1CV12_13_R_#94,G08,11,1156,1222,67
1CV12_13_R_#94,B0A,2,1223,1503,281
1CV12_13_R_#94,D0X,1,1504,1846,343
1CV12_13_R_#94,G07,10,1847,1974,128
1CV12_13_R_#94,B0A,2,1975,2231,257
1CV12_13_R_#94,G02,5,2232,2298,67
1CV12_13_R_#94,B0B,3,2299,2557,259
1CV12_13_R_#94,D0X,1,2558,2903,346
1CV12_13_R_#94,G04,7,2904,2993,90
1CV12_13_R_#94,B0B,3,2994,3224,231
1CV12_13_R_#94,D0X,1,3225,3478,254
1CV12_13_R_#94,G09,12,3479,3608,130
1CV12_13_R_#94,B0A,2,3609,3856,248
1CV12_13_R_#94,G01,4,3857,3947,91
1CV12_13_R_#94,B0A,2,3948,4183,236
1CV12_13_R_#94,G06,9,4184,4267,84
1CV12_13_R_#94,B0B,3,4268,4515,248
1CV12_13_R_#94,G10,13,4516,4571,56
1CV12_13_R_#94,D0X,1,4572,4596,25
1CV12_13_R_#95,D0X,1,1,67,67
1CV12_13_R_#95,G10,13,68,144,77
1CV12_13_R_#95,B0A,2,145,373,229
1CV12_13_R_#95,G02,5,374,451,78
1CV12_13_R_#95,B0B,3,452,667,216
1CV12_13_R_#95,G06,9,668,769,102
1CV12_13_R_#95,B0B,3,770,1006,237
1CV12_13_R_#95,G11,14,1007,1097,91
1CV12_13_R_#95,B0B,3,1098,1304,207
1CV12_13_R_#95,G04,7,1305,1411,107
1CV12_13_R_#95,B0A,2,1412,1622,211
1CV12_13_R_#95,G09,12,1623,1733,111
1CV12_13_R_#95,B0A,2,1734,1918,185
1CV12_13_R_#95,D0X,1,1919,2231,313
1CV12_13_R_#95,G07,10,2232,2355,124
1CV12_13_R_#95,B0B,3,2356,2607,252
1CV12_13_R_#95,G08,11,2608,2706,99
1CV12_13_R_#95,B0B,3,2707,2900,194
1CV12_13_R_#95,D0X,1,2901,3208,308
1CV12_13_R_#95,G03,6,3209,3290,82
1CV12_13_R_#95,B0A,2,3291,3506,216
1CV12_13_R_#95,D0X,1,3507,3737,231
1CV12_13_R_#95,G05,8,3738,3819,82
1CV12_13_R_#95,B0A,2,3820,3999,180
1CV12_13_R_#95,G01,4,4000,4039,40
1CV12_13_R_#95,D0X,1,4040,4066,27
1CV12_13_R_#96,D0X,1,1,139,139
1CV12_13_R_#96,G01,4,140,223,84
1CV12_13_R_#96,B0A,2,224,467,244
1CV12_13_R_#96,G09,12,468,562,95
1CV12_13_R_#96,B0B,3,563,789,227
1CV12_13_R_#96,G03,6,790,878,89
1CV12_13_R_#96,B0A,2,879,1130,252
1CV12_13_R_#96,D0X,1,1131,1440,310
1CV12_13_R_#96,G06,9,1441,1528,88
1CV12_13_R_#96,B0B,3,1529,1808,280
1CV12_13_R_#96,G07,10,1809,1922,114
1CV12_13_R_#96,B0A,2,1923,2183,261
1CV12_13_R_#96,D0X,1,2184,2532,349
1CV12_13_R_#96,G02,5,2533,2604,72
1CV12_13_R_#96,B0B,3,2605,2872,268
1CV12_13_R_#96,D0X,1,2873,3180,308
1CV12_13_R_#96,G10,13,3181,3263,83
1CV12_13_R_#96,B0A,2,3264,3526,263
1CV12_13_R_#96,G08,11,3527,3627,101
1CV12_13_R_#96,B0B,3,3628,3874,247
1CV12_13_R_#96,G11,14,3875,3955,81
1CV12_13_R_#96,B0A,2,3956,4179,224
1CV12_13_R_#96,G04,7,4180,4253,74
1CV12_13_R_#96,B0B,3,4254,4462,209
1CV12_13_R_#96,G05,8,4463,4529,67
1CV12_13_R_#96,D0X,1,4530,4556,27
1CV12_16_R_#105,D0X,1,1,101,101
1CV12_16_R_#105,G01,4,102,150,49
1CV12_16_R_#105,B0A,2,151,461,311
1CV12_16_R_#105,G07,10,462,531,70
1CV12_16_R_#105,B0A,2,532,733,202
1CV12_16_R_#105,G03,6,734,802,69
1CV12_16_R_#105,B0B,3,803,1030,228
1CV12_16_R_#105,G02,5,1031,1082,52
1CV12_16_R_#105,B0B,3,1083,1515,433
1CV12_16_R_#105,G10,13,1516,1640,125
1CV12_16_R_#105,B0B,3,1641,1930,290
1CV12_16_R_#105,D0X,1,1931,2276,346
1CV12_16_R_#105,G09,12,2277,2330,54
1CV12_16_R_#105,B0B,3,2331,2508,178
1CV12_16_R_#105,D0X,1,2509,2698,190
1CV12_16_R_#105,G11,14,2699,2776,78
1CV12_16_R_#105,B0A,2,2777,3079,303
1CV12_16_R_#105,G05,8,3080,3179,100
1CV12_16_R_#105,B0A,2,3180,3380,201
1CV12_16_R_#105,D0X,1,3381,3514,134
1CV12_16_R_#105,G06,9,3515,3590,76
1CV12_16_R_#105,B0A,2,3591,3807,217
1CV12_16_R_#105,G04,7,3808,3899,92
1CV12_16_R_#105,B0B,3,3900,4092,193
1CV12_16_R_#105,G08,11,4093,4157,65
1CV12_16_R_#105,D0X,1,4158,4211,54
1CV12_16_R_#106,D0X,1,1,74,74
1CV12_16_R_#106,G11,14,75,145,71
1CV12_16_R_#106,B0B,3,146,328,183
1CV12_16_R_#106,G03,6,329,435,107
1CV12_16_R_#106,B0B,3,436,643,208
1CV12_16_R_#106,G05,8,644,714,71
1CV12_16_R_#106,B0A,2,715,878,164
1CV12_16_R_#106,G08,11,879,995,117
1CV12_16_R_#106,B0B,3,996,1247,252
1CV12_16_R_#106,G10,13,1248,1309,62
1CV12_16_R_#106,B0A,2,1310,1494,185
1CV12_16_R_#106,D0X,1,1495,1779,285
1CV12_16_R_#106,G01,4,1780,1946,167
1CV12_16_R_#106,B0B,3,1947,2170,224
1CV12_16_R_#106,D0X,1,2171,2298,128
1CV12_16_R_#106,G02,5,2299,2372,74
1CV12_16_R_#106,B0A,2,2373,2724,352
1CV12_16_R_#106,D0X,1,2725,2965,241
1CV12_16_R_#106,G04,7,2966,3074,109
1CV12_16_R_#106,B0A,2,3075,3284,210
1CV12_16_R_#106,G09,12,3285,3386,102
1CV12_16_R_#106,B0A,2,3387,3626,240
1CV12_16_R_#106,G07,10,3627,3707,81
1CV12_16_R_#106,B0B,3,3708,3891,184
1CV12_16_R_#106,G06,9,3892,3941,50
1CV12_16_R_#106,D0X,1,3942,4014,73
1CV12_16_R_#107,D0X,1,1,276,276
1CV12_16_R_#107,G07,10,277,374,98
1CV12_16_R_#107,B0B,3,375,599,225
1CV12_16_R_#107,G05,8,600,651,52
1CV12_16_R_#107,B0A,2,652,880,229
1CV12_16_R_#107,G10,13,881,930,50
1CV12_16_R_#107,B0A,2,931,1153,223
1CV12_16_R_#107,G04,7,1154,1207,54
1CV12_16_R_#107,B0A,2,1208,1446,239
1CV12_16_R_#107,G11,14,1447,1514,68
1CV12_16_R_#107,B0B,3,1515,1686,172
1CV12_16_R_#107,D0X,1,1687,1890,204
1CV12_16_R_#107,G03,6,1891,2002,112
1CV12_16_R_#107,B0B,3,2003,2625,623
1CV12_16_R_#107,D0X,1,2626,2857,232
1CV12_16_R_#107,G06,9,2858,2954,97
1CV12_16_R_#107,B0A,2,2955,3177,223
1CV12_16_R_#107,G09,12,3178,3269,92
1CV12_16_R_#107,B0B,3,3270,3581,312
1CV12_16_R_#107,G01,4,3582,3643,62
1CV12_16_R_#107,B0A,2,3644,3873,230
1CV12_16_R_#107,D0X,1,3874,4102,229
1CV12_16_R_#107,G08,11,4103,4180,78
1CV12_16_R_#107,B0B,3,4181,4360,180
1CV12_16_R_#107,G02,5,4361,4403,43
1CV12_16_R_#107,D0X,1,4404,4476,73
1CV12_16_R_#108,D0X,1,1,53,53
1CV12_16_R_#108,G08,11,54,149,96
1CV12_16_R_#108,B0B,3,150,412,263
1CV12_16_R_#108,G09,12,413,475,63
1CV12_16_R_#108,B0B,3,476,722,247
1CV12_16_R_#108,G02,5,723,817,95
1CV12_16_R_#108,B0A,2,818,1001,184
1CV12_16_R_#108,G01,4,1002,1076,75
1CV12_16_R_#108,B0A,2,1077,1347,271
1CV12_16_R_#108,G05,8,1348,1440,93
1CV12_16_R_#108,B0B,3,1441,1688,248
1CV12_16_R_#108,D0X,1,1689,2008,320
1CV12_16_R_#108,G03,6,2009,2104,96
1CV12_16_R_#108,B0A,2,2105,2542,438
1CV12_16_R_#108,D0X,1,2543,3036,494
1CV12_16_R_#108,G10,13,3037,3122,86
1CV12_16_R_#108,B0B,3,3123,3371,249
1CV12_16_R_#108,D0X,1,3372,3527,156
1CV12_16_R_#108,G06,9,3528,3619,92
1CV12_16_R_#108,B0A,2,3620,3890,271
1CV12_16_R_#108,G04,7,3891,3991,101
1CV12_16_R_#108,B0B,3,3992,4192,201
1CV12_16_R_#108,G07,10,4193,4280,88
1CV12_16_R_#108,B0A,2,4281,4440,160
1CV12_16_R_#108,G11,14,4441,4499,59
1CV12_16_R_#108,D0X,1,4500,4649,150
1CV12_1_R_#65,D0X,1,1,97,97
1CV12_1_R_#65,G11,14,98,152,55
1CV12_1_R_#65,B0B,3,153,356,204
1CV12_1_R_#65,G07,10,357,458,102
1CV12_1_R_#65,B0B,3,459,659,201
1CV12_1_R_#65,G02,5,660,754,95
1CV12_1_R_#65,B0A,2,755,949,195
1CV12_1_R_#65,G05,8,950,1046,97
1CV12_1_R_#65,B0B,3,1047,1291,245
1CV12_1_R_#65,D0X,1,1292,1675,384
1CV12_1_R_#65,G04,7,1676,1781,106
1CV12_1_R_#65,B0A,2,1782,1978,197
1CV12_1_R_#65,D0X,1,1979,2183,205
1CV12_1_R_#65,G09,12,2184,2265,82
1CV12_1_R_#65,B0B,3,2266,2506,241
1CV12_1_R_#65,G08,11,2507,2597,91
1CV12_1_R_#65,B0A,2,2598,2806,209
1CV12_1_R_#65,G03,6,2807,2897,91
1CV12_1_R_#65,B0A,2,2898,3114,217
1CV12_1_R_#65,D0X,1,3115,3482,368
1CV12_1_R_#65,G10,13,3483,3564,82
